train_idx, lambda, iteration, accuracy_original, accuracy_generated, difference_accuracy, f1_original, f1_generated, difference_f1, demographic_parity_original, demographic_parity_generated, demographic_parity_diff, acc_orig_Male_<25, f1_orig_Male_<25, acc_gen_Male_<25, f1_gen_Male_<25, acc_orig_Female_<25, f1_orig_Female_<25, acc_gen_Female_<25, f1_gen_Female_<25, acc_orig_Male_25–60, f1_orig_Male_25–60, acc_gen_Male_25–60, f1_gen_Male_25–60, acc_orig_Female_25–60, f1_orig_Female_25–60, acc_gen_Female_25–60, f1_gen_Female_25–60, acc_orig_Male_>60, f1_orig_Male_>60, acc_gen_Male_>60, f1_gen_Male_>60, acc_orig_Female_>60, f1_orig_Female_>60, acc_gen_Female_>60, f1_gen_Female_>60, dp_orig_pair_0, dp_gen_pair_0, dp_orig_pair_1, dp_gen_pair_1, dp_orig_pair_2, dp_gen_pair_2
5, 0.100000, 6, 0.833720, 0.749917, 0.083803, 0.650720, 0.467514, 0.183206, 0.151406, 0.007873, 0.143534, 0.8525621816002398, 0.6403508771929824, 0.7746478873239436, 0.44501845018450187, 0.7904509283819628, 0.572972972972973, 0.6856763925729443, 0.4449648711943794, 0.7027863777089783, 0.7362637362637363, 0.6842105263157895, 0.7085714285714286, 0.8337950138504155, 0.6842105263157896, 0.7008310249307479, 0.44897959183673464, 0.7841269841269841, 0.6761904761904761, 0.6746031746031746, 0.46194225721784776, 0.7668918918918919, 0.6905829596412556, 0.6452702702702703, 0.419889502762431, 0.20963843403982593, 0.006950880444856311, 0.00768057608251313, 0.0, 0.23689950395446774, 0.016666666666666677
6, 0.100000, 7, 0.833831, 0.725815, 0.108015, 0.650709, 0.355844, 0.294865, 0.151406, 0.022911, 0.128495, 0.8515133353311357, 0.6376599634369288, 0.746029367695535, 0.31735803463552154, 0.7944297082228117, 0.5799457994579945, 0.7188328912466844, 0.36526946107784436, 0.7151702786377709, 0.7458563535911602, 0.5975232198142415, 0.5357142857142857, 0.8365650969529086, 0.6878306878306879, 0.5789473684210527, 0.2962962962962963, 0.7841269841269841, 0.6761904761904761, 0.6873015873015873, 0.44817927170868344, 0.7668918918918919, 0.6933333333333334, 0.6891891891891891, 0.4831460674157303, 0.20963843403982593, 0.036021505376344076, 0.00768057608251313, -0.043478260869565216, 0.23689950395446774, 0.07619047619047618
7, 0.100000, 8, 0.834715, 0.703704, 0.131012, 0.654335, 0.485407, 0.168928, 0.151406, -0.002892, 0.154298, 0.8522625112376386, 0.6414545454545455, 0.7198082109679352, 0.4614055299539171, 0.7917771883289124, 0.5768194070080863, 0.6021220159151194, 0.47552447552447563, 0.7213622291021672, 0.7540983606557377, 0.6160990712074303, 0.5838926174496644, 0.8310249307479224, 0.6839378238341969, 0.7202216066481995, 0.4975124378109453, 0.7888888888888889, 0.6825775656324582, 0.6984126984126984, 0.5796460176991152, 0.7702702702702703, 0.6964285714285714, 0.6891891891891891, 0.5576923076923077, 0.20963843403982593, -0.00867635189669086, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
8, 0.100000, 9, 0.834494, 0.760531, 0.073964, 0.653392, 0.529130, 0.124262, 0.151406, 0.055519, 0.095887, 0.852112676056338, 0.639386189258312, 0.7882828888222955, 0.5240821825530483, 0.7904509283819628, 0.5752688172043011, 0.6750663129973474, 0.45916114790286977, 0.7213622291021672, 0.7540983606557377, 0.6130030959752322, 0.6376811594202898, 0.8337950138504155, 0.6907216494845362, 0.7340720221606648, 0.52, 0.7841269841269841, 0.6777251184834122, 0.6825396825396826, 0.5327102803738318, 0.777027027027027, 0.7079646017699114, 0.7094594594594594, 0.5742574257425742, 0.20963843403982593, 0.16655612667882608, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
9, 0.100000, 10, 0.835931, 0.774240, 0.061692, 0.655365, 0.350509, 0.304856, 0.151406, 0.091787, 0.059619, 0.8531615223254421, 0.6418128654970761, 0.7983218459694337, 0.3174442190669371, 0.7957559681697612, 0.5837837837837837, 0.7718832891246684, 0.3986013986013986, 0.718266253869969, 0.7506849315068493, 0.5913312693498453, 0.47200000000000003, 0.8310249307479224, 0.6772486772486773, 0.7479224376731302, 0.44171779141104295, 0.792063492063492, 0.6873508353221957, 0.6793650793650794, 0.3878787878787879, 0.7736486486486487, 0.7022222222222222, 0.6655405405405406, 0.2978723404255319, 0.20963843403982593, 0.15771472988729107, 0.00768057608251313, 0.0, 0.23689950395446774, 0.11764705882352941
0, 0.200000, 1, 0.836263, 0.738972, 0.097291, 0.656141, 0.482804, 0.173337, 0.151406, 0.053297, 0.098109, 0.8530116871441414, 0.6415783704786263, 0.7640095894516032, 0.4720080455916862, 0.7957559681697612, 0.5860215053763441, 0.6405835543766578, 0.3653395784543325, 0.7244582043343654, 0.7548209366391185, 0.5325077399380805, 0.6289926289926291, 0.8421052631578947, 0.6984126984126984, 0.7479224376731302, 0.43478260869565216, 0.7873015873015873, 0.6824644549763033, 0.7253968253968254, 0.5575447570332481, 0.777027027027027, 0.7027027027027027, 0.6756756756756757, 0.5, 0.20963843403982593, 0.15989117761368055, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
1, 0.200000, 2, 0.835158, 0.791376, 0.043781, 0.653980, 0.464073, 0.189907, 0.151406, 0.136514, 0.014893, 0.8527120167815403, 0.6408476434051881, 0.8230446508840276, 0.4867448935245545, 0.7944297082228117, 0.582210242587601, 0.7506631299734748, 0.3774834437086092, 0.7151702786377709, 0.7486338797814207, 0.5851393188854489, 0.4924242424242424, 0.8421052631578947, 0.7015706806282722, 0.7534626038781164, 0.46706586826347307, 0.7841269841269841, 0.6746411483253588, 0.6761904761904762, 0.35443037974683544, 0.7736486486486487, 0.6995515695067265, 0.6959459459459459, 0.4705882352941177, 0.20963843403982593, 0.22204081632653058, 0.00768057608251313, 0.0, 0.23689950395446774, 0.1875
2, 0.200000, 3, 0.835047, 0.694748, 0.140299, 0.654789, 0.477182, 0.177607, 0.151406, 0.020237, 0.131169, 0.8519628408750375, 0.6396790663749088, 0.7219059035061433, 0.4774774774774775, 0.7944297082228117, 0.582210242587601, 0.6419098143236074, 0.4155844155844155, 0.718266253869969, 0.7506849315068493, 0.6130030959752322, 0.6246246246246246, 0.8421052631578947, 0.7015706806282722, 0.6952908587257618, 0.2142857142857143, 0.7873015873015873, 0.6824644549763033, 0.6444444444444445, 0.5193133047210301, 0.7736486486486487, 0.7074235807860261, 0.41216216216216217, 0.4629629629629629, 0.20963843403982593, 0.0607104984093319, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
3, 0.200000, 4, 0.834715, 0.720840, 0.113875, 0.653695, 0.277539, 0.376155, 0.151406, 0.109628, 0.041778, 0.8524123464189391, 0.6395901939260886, 0.7466287084207371, 0.254737769942706, 0.786472148541114, 0.572944297082228, 0.6909814323607427, 0.2741433021806854, 0.7306501547987616, 0.7616438356164382, 0.5015479876160991, 0.3636363636363636, 0.8421052631578947, 0.7046632124352332, 0.6869806094182825, 0.2097902097902098, 0.7841269841269841, 0.6777251184834122, 0.6761904761904762, 0.3625, 0.7668918918918919, 0.6933333333333334, 0.5912162162162162, 0.3529411764705883, 0.20963843403982593, 0.02888513513513513, 0.00768057608251313, 0.0, 0.23689950395446774, 0.3
4, 0.200000, 5, 0.833941, 0.377004, 0.456938, 0.652315, 0.315393, 0.336922, 0.151406, 0.091218, 0.060188, 0.8512136649685346, 0.6382513661202185, 0.3640994905603836, 0.2831081081081081, 0.7904509283819628, 0.5752688172043011, 0.46949602122015915, 0.3333333333333333, 0.718266253869969, 0.7506849315068493, 0.4520123839009288, 0.5305039787798409, 0.8393351800554016, 0.6979166666666666, 0.3850415512465374, 0.37988826815642457, 0.7857142857142857, 0.6778042959427206, 0.35079365079365077, 0.36785162287480677, 0.7736486486486487, 0.7022222222222222, 0.38513513513513514, 0.44171779141104295, 0.20963843403982593, 0.09183673469387754, 0.00768057608251313, 0.0, 0.23689950395446774, 0.18181818181818182
5, 0.200000, 6, 0.834494, 0.715865, 0.118629, 0.653552, 0.295504, 0.358048, 0.151406, 0.034060, 0.117346, 0.8513635001498352, 0.6384839650145772, 0.7341923883727899, 0.27650897226753673, 0.7904509283819628, 0.5775401069518716, 0.6671087533156499, 0.2969187675070028, 0.7275541795665634, 0.7595628415300546, 0.5913312693498453, 0.4961832061068702, 0.8393351800554016, 0.6979166666666666, 0.7340720221606648, 0.26153846153846155, 0.7888888888888889, 0.6810551558752997, 0.6571428571428571, 0.2602739726027397, 0.7736486486486487, 0.7022222222222222, 0.6655405405405406, 0.34437086092715236, 0.20963843403982593, 0.021478521478521473, 0.00768057608251313, -0.05263157894736842, 0.23689950395446774, 0.13333333333333333
6, 0.200000, 7, 0.834052, 0.757324, 0.076727, 0.651498, 0.332624, 0.318874, 0.151406, 0.032881, 0.118526, 0.8516631705124363, 0.6373626373626374, 0.7855858555588853, 0.30567685589519655, 0.786472148541114, 0.5706666666666667, 0.6843501326259946, 0.3121387283236994, 0.7337461300309598, 0.7624309392265194, 0.48606811145510836, 0.336, 0.8365650969529086, 0.6910994764397905, 0.739612188365651, 0.381578947368421, 0.7777777777777778, 0.6698113207547169, 0.7301587301587301, 0.46540880503144655, 0.7804054054054054, 0.7085201793721974, 0.6858108108108109, 0.41509433962264153, 0.20963843403982593, 0.053187197417966625, 0.00768057608251313, 0.0, 0.23689950395446774, 0.045454545454545456
7, 0.200000, 8, 0.834826, 0.775235, 0.059591, 0.653846, 0.518589, 0.135257, 0.151406, 0.046076, 0.105330, 0.8528618519628409, 0.642128279883382, 0.793676955349116, 0.5041411595246669, 0.7944297082228117, 0.582210242587601, 0.7201591511936339, 0.5035294117647059, 0.7058823529411765, 0.7382920110192838, 0.6037151702786377, 0.5789473684210528, 0.8310249307479224, 0.6839378238341969, 0.7673130193905817, 0.5, 0.7888888888888889, 0.6810551558752997, 0.753968253968254, 0.5866666666666667, 0.7736486486486487, 0.7022222222222222, 0.7398648648648649, 0.5497076023391813, 0.20963843403982593, 0.06878306878306878, 0.00768057608251313, 0.0, 0.23689950395446774, 0.06944444444444445
8, 0.200000, 9, 0.835710, 0.649309, 0.186401, 0.654419, 0.308631, 0.345787, 0.151406, 0.012061, 0.139345, 0.8527120167815403, 0.6411098941219424, 0.6688642493257417, 0.2943805874840358, 0.7970822281167109, 0.5831062670299727, 0.6578249336870027, 0.29508196721311475, 0.7089783281733746, 0.7388888888888889, 0.5232198142414861, 0.4296296296296296, 0.8421052631578947, 0.7015706806282722, 0.6426592797783933, 0.28729281767955805, 0.7857142857142857, 0.6778042959427206, 0.5095238095238095, 0.33548387096774196, 0.7871621621621622, 0.7149321266968325, 0.625, 0.3508771929824562, 0.20963843403982593, 0.03618261291889269, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
9, 0.200000, 10, 0.833831, 0.695854, 0.137977, 0.651033, 0.556791, 0.094242, 0.151406, 0.037864, 0.113542, 0.8515133353311357, 0.6373948042444201, 0.7308960143841774, 0.5727878211227402, 0.7877984084880637, 0.574468085106383, 0.5079575596816976, 0.4677187948350072, 0.7120743034055728, 0.7423822714681442, 0.4086687306501548, 0.08612440191387559, 0.8337950138504155, 0.6875, 0.6398891966759003, 0.5666666666666667, 0.792063492063492, 0.6873508353221957, 0.707936507936508, 0.6528301886792454, 0.7736486486486487, 0.6995515695067265, 0.7398648648648649, 0.7072243346007604, 0.20963843403982593, 0.030258973194002725, 0.00768057608251313, 0.0, 0.23689950395446774, 0.08333333333333333
0, 0.300000, 1, 0.835379, 0.759425, 0.075954, 0.654605, 0.351609, 0.302995, 0.151406, -0.019048, 0.170454, 0.8534611926880431, 0.6425438596491228, 0.7876835480970932, 0.3520804755372656, 0.7944297082228117, 0.582210242587601, 0.7015915119363395, 0.3119266055045872, 0.7151702786377709, 0.7472527472527473, 0.5108359133126935, 0.3361344537815126, 0.8393351800554016, 0.6947368421052631, 0.7451523545706371, 0.39473684210526316, 0.780952380952381, 0.6729857819905214, 0.7015873015873015, 0.34265734265734266, 0.7736486486486487, 0.7022222222222222, 0.6790540540540541, 0.42424242424242425, 0.20963843403982593, -0.05714285714285716, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
1, 0.300000, 2, 0.833831, 0.727916, 0.105915, 0.652003, 0.566496, 0.085506, 0.151406, 0.017699, 0.133707, 0.8522625112376386, 0.6390922401171304, 0.750524423134552, 0.5649333681735041, 0.7877984084880637, 0.5698924731182796, 0.6445623342175066, 0.48659003831417624, 0.718266253869969, 0.7506849315068493, 0.6408668730650154, 0.684782608695652, 0.8393351800554016, 0.7040816326530612, 0.6925207756232687, 0.5469387755102041, 0.7777777777777778, 0.6698113207547169, 0.6666666666666666, 0.5454545454545454, 0.7702702702702703, 0.7017543859649122, 0.6993243243243243, 0.6425702811244979, 0.20963843403982593, 0.11559752523607941, 0.00768057608251313, -0.0625, 0.23689950395446774, 0.0
2, 0.300000, 3, 0.833499, 0.784743, 0.048756, 0.652194, 0.568005, 0.084189, 0.151406, -0.021114, 0.172520, 0.852112676056338, 0.6404371584699453, 0.8032664069523524, 0.5436218282933611, 0.7891246684350133, 0.5737265415549598, 0.7228116710875332, 0.5260770975056689, 0.7120743034055728, 0.7452054794520548, 0.6996904024767802, 0.7204610951008645, 0.8310249307479224, 0.6806282722513088, 0.7229916897506925, 0.6323529411764706, 0.7841269841269841, 0.6807511737089201, 0.7793650793650794, 0.6516290726817042, 0.7668918918918919, 0.6960352422907489, 0.7027027027027027, 0.4761904761904763, 0.20963843403982593, -0.0633428300094967, 0.00768057608251313, 0.0, 0.23689950395446774, 0.0
3, 0.300000, 4, 0.835047, 0.776009, 0.059038, 0.653668, 0.520587, 0.133081, 0.151406, 0.012540, 0.138866, 0.852112676056338, 0.6383290582631, 0.7945759664369194, 0.49761817515573475, 0.7917771883289124, 0.579088471849866, 0.7254641909814323, 0.5106382978723405, 0.7151702786377709, 0.7486338797814207, 0.6346749226006192, 0.6193548387096776, 0.8421052631578947, 0.7046632124352332, 0.778393351800554, 0.5121951219512194, 0.7936507936507936, 0.6904761904761905, 0.734920634920635, 0.5348189415041783, 0.7668918918918919, 0.6933333333333334, 0.7195945945945946, 0.6527196652719666, 0.20963843403982593, 0.014543269230769207, 0.00768057608251313, 0.0, 0.23689950395446774, 0.023076923076923078
4, 0.300000, 5, 0.833720, 0.759757, 0.073964, 0.652013, 0.465174, 0.186839, 0.151406, 0.044531, 0.106875, 0.8512136649685346, 0.6379876048122494, 0.7837878333832784, 0.4589426321709786, 0.7904509283819628, 0.5775401069518716, 0.7254641909814323, 0.4297520661157025, 0.7244582043343654, 0.7534626038781163, 0.5634674922600619, 0.5017667844522968, 0.8337950138504155, 0.6875, 0.7257617728531855, 0.42105263157894735, 0.7825396825396825, 0.6761229314420804, 0.680952380952381, 0.39639639639639634, 0.7736486486486487, 0.7048458149779736, 0.7331081081081081, 0.6748971193415638, 0.20963843403982593, 0.12883235485975209, 0.00768057608251313, -0.06666666666666667, 0.23689950395446774, 0.07142857142857142
5, 0.300000, 6, 0.834052, 0.561083, 0.272968, 0.653269, 0.300071, 0.353198, 0.151406, -0.008163, 0.159569, 0.8512136649685346, 0.6393025790047221, 0.5672759964039557, 0.28902018709995075, 0.7957559681697612, 0.5837837837837837, 0.6220159151193634, 0.3230403800475059, 0.718266253869969, 0.7493112947658402, 0.49226006191950467, 0.344, 0.8310249307479224, 0.6806282722513088, 0.554016620498615, 0.3148936170212766, 0.7825396825396825, 0.6776470588235294, 0.5142857142857142, 0.3347826086956522, 0.7804054054054054, 0.7111111111111111, 0.44256756756756754, 0.3209876543209877, 0.20963843403982593, 0.05243445692883891, 0.00768057608251313, 0.0, 0.23689950395446774, -0.07692307692307693
